SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,GPS,GPS,GPS,GPS,GPS,GPS,GPS,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
19,14:56:05,2024-05-13,DURIN config,Nicole Bison,,36145,,,0.030705,2.916455,0.030385,0.462809,1.447318,1.434302,2.949088,1.501769,14.230103,14.359241,29.258707,0.441786,PSF-00189_20240513145605,0.000000,0.000000,0.000000,90.911148,432.903534,0.789997,0.5,0.80,15.268959,43.20,42.81,25.88,23.74,100.79,156.1,152.0,2.6,48,3.768,-8,178,91,,,171.76,76.91,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,14:50:50,2024-05-13,-0.49,-0.000,0.001,-9999.000,-0.069,-0.259,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436259,2.500413,1.650320,0.920774,0.263348,-0.023881,0.308881,0.147969,90.911148,0.000543,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513145605,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
20,14:59:16,2024-05-13,DURIN config,Nicole Bison,,27387,,,0.020385,2.917610,0.020243,0.320025,1.462307,1.453315,3.020393,1.558086,14.418023,14.507226,29.964661,0.441786,PSF-00189_20240513145916,0.000000,0.000000,0.000000,88.656303,421.662933,0.789746,0.5,0.80,18.695242,43.47,43.20,25.95,24.14,100.80,156.2,154.6,1.1,59,3.757,-1,-177,70,,,176.84,141.58,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,14:50:50,2024-05-13,-0.49,0.000,0.001,-9999.000,0.038,0.462,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436770,2.500782,1.651530,0.927266,0.262596,-0.020094,0.322620,0.157088,88.656303,0.000544,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513145916,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
21,15:01:46,2024-05-13,DURIN config,Nicole Bison,,20840,,,0.030787,2.917285,0.030466,0.538150,1.493429,1.478310,3.232202,1.738773,14.666138,14.816132,32.066288,0.441786,PSF-00189_20240513150146,0.000000,0.000000,0.000000,94.102982,400.580750,0.765084,0.5,0.80,18.788107,44.11,43.66,26.06,25.28,100.80,156.2,154.9,0.8,61,3.761,4,-177,57,,,175.00,-159.92,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,14:50:50,2024-05-13,-0.49,0.000,-0.000,-9999.000,-0.285,-0.717,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.437386,2.501704,1.651189,0.928262,0.261481,-0.008017,0.333006,0.158944,94.102982,0.000545,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513150146,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
22,15:03:50,2024-05-13,DURIN config,Nicole Bison,,20913,,,0.014841,2.917765,0.014766,0.229506,1.518469,1.512026,3.049434,1.530966,15.002486,15.066414,30.256824,0.441786,PSF-00189_20240513150350,0.000000,0.000000,0.000000,125.109673,437.290558,0.713898,0.5,0.80,15.769246,44.47,44.28,26.20,24.30,100.79,156.2,155.5,0.4,55,3.801,2,179,329,,,177.76,175.57,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:02:03,2024-05-13,-0.50,0.002,0.001,-9999.000,1.386,3.649,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.438200,2.502207,1.651693,0.929782,0.259988,-0.021217,0.341468,0.153764,125.109673,0.000549,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513150350,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
23,15:05:45,2024-05-13,DURIN config,Nicole Bison,,38118,,,0.027601,2.917500,0.027342,0.409599,1.480359,1.468853,2.956943,1.476584,14.573909,14.688068,29.338680,0.441786,PSF-00189_20240513150545,0.000000,0.000000,0.000000,101.742264,382.325287,0.733886,0.5,0.80,13.128473,43.16,42.83,26.28,23.79,100.79,156.2,151.8,2.8,45,3.796,-5,-179,97,,,174.90,108.33,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:02:03,2024-05-13,-0.50,0.001,0.001,-9999.000,-0.361,-0.639,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436190,2.500270,1.651415,0.920224,0.259206,-0.028113,0.349025,0.144948,101.742264,0.000548,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513150545,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
24,15:07:49,2024-05-13,DURIN config,Nicole Bison,,24781,,,0.005375,2.917680,0.005365,0.089140,1.467899,1.465395,3.104556,1.636657,14.539775,14.564618,30.803671,0.441786,PSF-00189_20240513150749,0.000000,0.000000,0.000000,140.064590,394.255402,0.644736,0.5,0.80,11.277290,42.59,42.52,26.36,24.60,100.79,156.2,129.2,17.3,44,3.807,-2,179,295,,,177.76,-91.57,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:02:03,2024-05-13,-0.50,0.001,0.002,-9999.000,-0.103,0.229,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.435747,2.499409,1.651603,0.864598,0.258348,-0.019607,0.357150,0.144114,140.064590,0.000522,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513150749,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
25,15:11:21,2024-05-13,DURIN config,Nicole Bison,,25910,,,0.008815,2.917184,0.008788,0.168174,1.487965,1.483240,3.370240,1.882275,14.715885,14.762765,33.437653,0.441786,PSF-00189_20240513151121,0.000000,0.000000,0.000000,114.066841,528.456665,0.784151,0.5,0.80,11.863789,42.83,42.69,26.50,25.98,100.79,156.1,137.7,11.8,38,3.817,-3,-178,126,,,176.39,159.71,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:02:03,2024-05-13,-0.50,-0.001,-0.001,-9999.000,-0.007,1.684,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.435958,2.499728,1.651083,0.885313,0.256956,-0.004897,0.370605,0.139156,114.066841,0.000523,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513151121,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
26,15:14:37,2024-05-13,DURIN config,Nicole Bison,,32908,,,0.048235,2.916858,0.047450,0.822454,1.527841,1.504739,3.233427,1.705585,14.930706,15.159940,32.083534,0.441786,PSF-00189_20240513151437,0.000000,0.000000,0.000000,95.680832,433.972107,0.779523,0.5,0.80,12.224232,43.55,42.89,26.66,25.28,100.78,156.1,138.9,11.0,39,3.798,4,-170,90,,,169.24,-158.42,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:02:03,2024-05-13,-0.50,0.000,-0.002,-9999.000,-0.054,-0.138,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436198,2.500751,1.650742,0.888054,0.255276,-0.015172,0.382723,0.140315,95.680832,0.000520,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513151437,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
27,15:16:36,2024-05-13,DURIN config,Nicole Bison,,35222,,,0.007556,2.918432,0.007537,0.129283,1.555918,1.552291,3.243767,1.687849,15.400630,15.436609,32.182137,0.441786,PSF-00189_20240513151636,0.000000,0.000000,0.000000,119.540337,448.019379,0.733180,0.5,0.80,11.365583,44.20,44.09,26.72,25.34,100.79,156.3,155.7,0.4,39,3.834,5,-167,69,,,166.09,179.68,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:14:53,2024-05-13,-0.50,0.002,0.004,-9999.000,-0.873,-2.024,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.437833,2.501688,1.652394,0.930164,0.254688,-0.015232,0.389906,0.139938,119.540337,0.000514,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513151636,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
28,15:25:08,2024-05-13,DURIN config,Nicole Bison,,30771,,,0.026840,2.918035,0.026595,0.419766,1.651220,1.639452,3.203909,1.552688,16.264006,16.380749,31.784023,0.441786,PSF-00189_20240513152508,0.000000,0.000000,0.000000,155.740143,465.135101,0.665172,0.5,0.80,12.160155,46.38,46.05,26.91,25.13,100.80,156.2,153.8,1.6,46,3.860,3,-178,103,,,176.39,-110.71,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:14:53,2024-05-13,-0.50,0.000,0.000,-9999.000,0.775,0.541,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.440446,2.504819,1.651976,0.925222,0.252748,-0.019999,0.419283,0.145772,155.740143,0.000558,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513152508,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
29,15:26:52,2024-05-13,DURIN config,Nicole Bison,,36605,,,0.008281,2.917794,0.008258,0.128459,1.656967,1.653365,3.187397,1.530430,16.401499,16.437231,31.619198,0.441786,PSF-00189_20240513152652,0.000000,0.000000,0.000000,127.296570,455.347534,0.720441,0.5,0.80,12.640250,46.41,46.31,26.96,25.04,100.81,156.2,155.2,0.6,44,3.866,0,-179,82,,,179.00,172.00,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:25:25,2024-05-13,-0.52,0.000,0.000,-9999.000,1.894,3.792,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.440791,2.504886,1.651724,0.928983,0.252274,-0.021591,0.425079,0.144227,127.296570,0.000534,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513152652,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
30,15:28:17,2024-05-13,DURIN config,Nicole Bison,,28679,,,0.296350,2.916612,0.269016,3.443369,1.732574,1.636018,2.992502,1.259928,16.231066,17.189003,29.688845,0.441786,PSF-00189_20240513152817,0.000000,0.000000,0.000000,89.137314,432.031281,0.793679,0.5,0.80,16.607357,48.43,45.73,26.99,23.99,100.80,156.1,148.5,4.8,52,3.838,7,-178,73,,,172.72,-122.99,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:25:25,2024-05-13,-0.52,0.002,0.001,0.015,-0.009,0.043,-0.155,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.440006,2.507810,1.650484,0.911978,0.251948,-0.034347,0.429580,0.151320,89.137314,0.000533,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513152817,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
1,15:41:24,2024-05-13,DURIN config,Nicole Bison,,32137,,,0.049028,2.917769,0.048218,0.770368,1.597910,1.576296,3.170353,1.572442,15.637087,15.851498,31.450350,0.441786,PSF-00189_20240513154124,0.000000,0.000000,0.000000,118.646263,452.361359,0.737718,0.5,0.80,15.262570,45.95,45.32,26.51,24.95,100.81,156.2,126.8,18.8,52,3.890,1,-178,106,,,177.76,-137.45,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:41:01,2024-05-13,-0.47,-0.002,0.001,-9999.000,1.001,2.101,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.439553,2.504241,1.651697,0.858964,0.256789,-0.017295,0.158848,0.150825,118.646263,0.000568,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513154124,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
2,15:43:20,2024-05-13,DURIN config,Nicole Bison,,39034,,,0.035714,2.916898,0.035282,0.641243,1.539393,1.521379,3.327272,1.787879,15.092407,15.271108,33.007256,0.441786,PSF-00189_20240513154320,0.000000,0.000000,0.000000,95.509171,461.624268,0.793102,0.5,0.80,12.624464,43.94,43.42,26.64,25.76,100.80,156.1,139.1,10.9,40,3.923,0,177,80,,,177.00,-10.00,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:41:01,2024-05-13,-0.47,-0.000,-0.002,-9999.000,-0.146,-0.556,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436930,2.501276,1.650784,0.888680,0.255504,-0.009188,0.175165,0.140811,95.509171,0.000527,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513154320,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
3,15:45:47,2024-05-13,DURIN config,Nicole Bison,,37381,,,-0.001352,2.917067,-0.001353,-0.021196,1.596739,1.597334,3.139275,1.542536,15.845664,15.839761,31.141821,0.441786,PSF-00189_20240513154547,0.000000,0.000000,0.000000,152.178879,462.428558,0.670914,0.5,0.80,8.433371,45.19,45.20,26.78,24.79,100.81,156.1,153.4,1.7,31,3.930,-8,-178,92,,,171.76,106.09,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:41:01,2024-05-13,-0.47,-0.001,0.001,-9999.000,1.228,1.537,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.439332,2.503074,1.650961,0.924334,0.254049,-0.022475,0.193022,0.133784,152.178879,0.000537,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513154547,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
4,15:48:03,2024-05-13,DURIN config,Nicole Bison,,39291,,,0.016346,2.916798,0.016255,0.267449,1.577488,1.569978,3.196747,1.619258,15.574516,15.649026,31.712416,0.441786,PSF-00189_20240513154803,0.000000,0.000000,0.000000,121.093155,420.502777,0.712028,0.5,0.80,11.081839,44.36,44.15,26.89,25.09,100.80,156.1,154.5,1.0,39,3.908,-4,-173,81,,,171.94,141.40,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:41:01,2024-05-13,-0.47,-0.002,0.001,0.009,0.049,0.077,-0.003,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.437873,2.501843,1.650679,0.927212,0.252965,-0.020184,0.208241,0.140068,121.093155,0.000525,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513154803,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
5,15:50:19,2024-05-13,DURIN config,Nicole Bison,,30529,,,0.025782,2.917178,0.025556,0.452886,1.583721,1.571006,3.326767,1.743046,15.583407,15.709533,32.999462,0.441786,PSF-00189_20240513155019,0.000000,0.000000,0.000000,91.633919,455.053558,0.798630,0.5,0.80,9.682664,44.30,43.94,26.98,25.76,100.81,156.1,153.5,1.7,30,3.944,-6,-174,102,,,171.52,147.16,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:41:01,2024-05-13,-0.47,0.001,0.003,-9999.000,0.067,0.085,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.437573,2.501732,1.651077,0.924625,0.252054,-0.013331,0.222733,0.132848,91.633919,0.000534,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513155019,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
6,15:53:50,2024-05-13,DURIN config,Nicole Bison,,39146,,,0.061989,2.918916,0.060700,0.932667,1.599886,1.573739,3.112829,1.512943,15.609157,15.868500,30.874653,0.441786,PSF-00189_20240513155350,0.000000,0.000000,0.000000,103.667740,430.868622,0.759398,0.5,0.80,12.508097,44.77,44.04,26.97,24.64,100.82,156.4,136.7,12.6,41,3.955,9,-162,93,,,159.94,-151.29,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:41:01,2024-05-13,-0.47,0.001,0.002,-9999.000,0.122,0.129,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.437708,2.502426,1.652902,0.882702,0.252137,-0.026422,0.243849,0.141972,103.667740,0.000524,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513155350,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
7,15:55:34,2024-05-13,DURIN config,Nicole Bison,,37191,,,0.078440,2.915750,0.076385,1.320146,1.625977,1.588883,3.325706,1.699729,15.758898,16.126806,32.985100,0.441786,PSF-00189_20240513155534,0.000000,0.000000,0.000000,84.918022,383.049500,0.778311,0.5,0.80,8.725111,45.50,44.46,26.97,25.76,100.82,156.0,141.9,9.0,28,3.960,29,-127,143,,,121.76,-106.93,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:54:06,2024-05-13,-0.50,0.002,-0.001,-9999.000,-0.134,-0.358,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.438283,2.503536,1.649584,0.895631,0.252129,-0.013304,0.253897,0.130930,84.918022,0.000517,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513155534,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
8,15:57:29,2024-05-13,DURIN config,Nicole Bison,,34121,,,0.206148,2.917863,0.192544,2.564235,1.621392,1.549457,2.933818,1.312425,15.367709,16.081175,29.097973,0.441786,PSF-00189_20240513155729,0.000000,0.000000,0.000000,90.320351,420.085785,0.784995,0.5,0.80,11.941568,45.47,43.45,26.94,23.66,100.83,156.2,152.0,2.7,38,3.966,9,-179,59,,,170.95,-127.37,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:54:06,2024-05-13,-0.50,-0.000,0.001,0.010,0.140,0.008,-0.091,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436911,2.503497,1.651796,0.920749,0.252491,-0.037531,0.264413,0.139330,90.320351,0.000522,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513155729,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z
9,15:58:47,2024-05-13,DURIN config,Nicole Bison,,32374,,,0.033055,2.916708,0.032685,0.559204,1.576898,1.561189,3.260560,1.683662,15.483759,15.639563,32.338001,0.441786,PSF-00189_20240513155847,0.000000,0.000000,0.000000,118.140579,401.128296,0.705479,0.5,0.80,8.604136,44.26,43.82,26.92,25.42,100.83,156.1,152.4,2.4,30,3.970,16,-137,87,,,134.67,-166.53,,,,00:00:00,0000-00-00,0.000000,0.000000,0.000000,0,0.000000,15:54:06,2024-05-13,-0.50,-0.000,-0.003,-9999.000,-0.441,-0.529,-9999.000,1,150,0.005,2.000000,0,rectangular,7000,500,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.437412,2.501733,1.650585,0.921760,0.252629,-0.016658,0.271617,0.132999,118.140579,0.000520,2.368202,-0.000033,1.000000,2.426428,-0.000040,1.000000,0.602049,0.601182,0.107400,0.000000,PSF-00189_20240513155847,PFA-00183,PSA-00195,PSF-00189,RHS-00549,2.0.0,2023-06-15T18:05:35.947Z